"game_title";"release_date";"price";"total_reviews";"genre";"developper";"publisher";"link-href";"description"
"Fabledom";"13 mai 2024";"27.49";"5991";"Occasionnel, Simulation, Stratégie";"Grenaa Games";"Dear Villagers";"https://store.steampowered.com/app/1651560/Fabledom/?snr=1_7_7_230_150_76";"Niché dans un monde féerique, Fabledom est un jeu de construction décontracté. Savourez la croissance de votre colonie, échangez avec vos voisins et défendez votre royaume contre des créatures magiques. Le tout pour trouver le véritable amour et vivre heureux pour toujours !"
"LEGO® City Undercover";"4 avr. 2017";"29.99";"6474";"Action";"Traveller's Tales";"TT Games";"https://store.steampowered.com/app/578330/LEGO_City_Undercover/?snr=1_7_7_230_150_76";"Lancez-vous dans une folle course-poursuite ! Dans LEGO® CITY Undercover, incarnez Chase McCain, un policier infiltré qui est chargé de traquer le célèbre criminel Rex Fury, récemment échappé de prison, et de mettre fin à sa vague de crimes à travers la ville."
"Ni no Kuni Wrath of the White Witch™ Remastered";"19 sept. 2019";"66.99";"3698";"Action, Aventure, RPG";"LEVEL5 Inc.";"BANDAI NAMCO Entertainment";"https://store.steampowered.com/app/798460/Ni_no_Kuni_Wrath_of_the_White_Witch_Remastered/?snr=1_7_7_230_150_76";"Retournez dans l'autre monde avec Ni no Kuni: La Vengeance de la sorcière céleste Remastered. Le conte classique de LEVEL-5 revient plus beau que jamais avec des performances et graphismes améliorés."
"Ni no Kuni Wrath of the White Witch™ Remastered";"19 sept. 2019";"66.99";"3698";"Action, Aventure, RPG";"QLOC";"BANDAI NAMCO Entertainment";"https://store.steampowered.com/app/798460/Ni_no_Kuni_Wrath_of_the_White_Witch_Remastered/?snr=1_7_7_230_150_76";"Retournez dans l'autre monde avec Ni no Kuni: La Vengeance de la sorcière céleste Remastered. Le conte classique de LEVEL-5 revient plus beau que jamais avec des performances et graphismes améliorés."
"REKA";"12 sept. 2024";"25.99";"2464";"Aventure, Occasionnel, Indépendant, RPG, Accès anticipé";"Emberstorm Entertainment";"Fireshine Games";"https://store.steampowered.com/app/1737870/REKA/?snr=1_7_7_230_150_76";"Débutez votre vie d'apprentie sorcière sous la tutelle de la légendaire Baba Yaga, et explorez un environnement naturel et mystérieux avec votre hutte aux pattes de poulet. Développez vos pouvoirs magiques, personnalisez votre maison, concoctez des potions et trouvez votre voie dans le monde."
"Skullgirls 2nd Encore";"22 aout 2013";"28.99";"22396";"Action, Indépendant";"Hidden Variable Studios";"Autumn Games";"https://store.steampowered.com/app/245170/Skullgirls_2nd_Encore/?snr=1_7_7_230_150_76";"Une plongée dans l’univers de Skullgirls ! Avec 14 personnages animés à la main, un mode Histoire entièrement doublé, d’innombrables palettes ainsi qu’un netcode multijoueur sans pareil à base de GGPO."
"Crypt of the NecroDancer";"23 avr. 2015";"19.49";"22980";"Action, Indépendant, RPG";"Brace Yourself Games";"Brace Yourself Games";"https://store.steampowered.com/app/247080/Crypt_of_the_NecroDancer/?snr=1_7_7_230_150_76";"Crypt of the NecroDancer est un jeu de rythme roguelike primé. Bouge sur la musique et bats-toi en suivant les pulsations ! Groove avec la bande-son épique de Danny Baranowsky, ou choisis des chansons de ta propre collection MP3 !"
"Potionomics";"17 oct. 2022";"29.99";"6558";"Indépendant, RPG, Simulation, Stratégie";"Voracious Games";"XSEED Games";"https://store.steampowered.com/app/1874490/Potionomics/?snr=1_7_7_230_150_76";"You’ve inherited your uncle’s potion shop—and a huge debt. Better get brewing! Customize your store, hire heroes to gather ingredients, befriend (or romance) fellow vendors to learn new haggling strategies, and go head-to-head with competitors in this narrative-driven, deck-building shop simulator."
"FINAL FANTASY III";"28 juil. 2021";"23.99";"2233";"RPG";"Square Enix";"Square Enix";"https://store.steampowered.com/app/1173790/FINAL_FANTASY_III/?snr=1_7_7_230_150_76";"La version originale de FINAL FANTASY III prend vie grâce à de tout nouveaux graphismes! Une version remodelée du troisième opus de la célèbre franchise FINAL FANTASY ! Explorez une histoire indémodable à travers de charmants graphismes rétro."
"WORLD OF HORROR";"19 oct. 2023";"25.99";"8750";"Indépendant, RPG";"panstasz";"Ysbryd Games";"https://store.steampowered.com/app/913740/WORLD_OF_HORROR/?snr=1_7_7_230_150_76";"Experience the quiet terror of this 1-bit love letter to Junji Ito and H.P. Lovecraft. Navigate a hellish roguelite reality with turn-based combat and unforgiving choices. Experiment with your deck of event cards to discover new forms of cosmic horror in every playthrough. The inevitable awaits..."
"Mega Man Zero/ZX Legacy Collection";"25 févr. 2020";"49.99";"2086";"Action, RPG";"CAPCOM CO.";"CAPCOM CO., LTD.";"https://store.steampowered.com/app/999020/Mega_Man_ZeroZX_Legacy_Collection/?snr=1_7_7_230_150_76";"Mega Man Zero/ZX Legacy Collection rassemble six grands classiques en un seul jeu : Mega Man Zero, 2, 3 et 4, et Mega Man ZX et ZX Advent."
"Mega Man Zero/ZX Legacy Collection";"25 févr. 2020";"49.99";"2086";"Action, RPG";"LTD.";"CAPCOM CO., LTD.";"https://store.steampowered.com/app/999020/Mega_Man_ZeroZX_Legacy_Collection/?snr=1_7_7_230_150_76";"Mega Man Zero/ZX Legacy Collection rassemble six grands classiques en un seul jeu : Mega Man Zero, 2, 3 et 4, et Mega Man ZX et ZX Advent."
"Destroy All Humans! 2 - Reprobed";"30 aout 2022";"39.99";"2049";"Action, Aventure";"Black Forest Games";"THQ Nordic";"https://store.steampowered.com/app/1266700/Destroy_All_Humans_2__Reprobed/?snr=1_7_7_230_150_75";"Crypto revient avec un permis de sonder. L’envahisseur est de retour, plus groovy que jamais. Vivez le swing des années 60 dans toute sa splendeur et vengez-vous du KGB qui a fait exploser votre vaisseau mère. Formez des alliances avec des membres de l’espèce que vous êtes venu asservir."
"FINAL FANTASY VIII - REMASTERED";"3 sept. 2019";"24.99";"4197";"Aventure, RPG";"Square Enix";"Square Enix";"https://store.steampowered.com/app/1026680/FINAL_FANTASY_VIII__REMASTERED/?snr=1_7_7_230_150_75";"Le jeu de rôle à succès FINAL FANTASY VIII est de retour ! La version Steam® du jeu propose de nouvelles améliorations graphiques et une pléthore d'options pour une expérience de jeu personnalisée."
"Murky Divers";"12 déc. 2024";"12.89";"3711";"Action, Aventure, Indépendant";"Embers";"Embers";"https://store.steampowered.com/app/2963880/Murky_Divers/?snr=1_7_7_230_150_75";"Solo ou jusqu'à 8 joueurs. Éliminez les expériences ratées de votre employeur dans des laboratoires sous-marins abandonnés. Naviguez en sous-marin, évitez les horreurs abyssales et supprimez tous les cadavres avec votre équipage."
"Volcano Princess";"20 avr. 2023";"13.99";"41401";"Occasionnel, Indépendant, RPG, Simulation, Stratégie";"养蛋人 Egg Hatcher";"养蛋人 Egg Hatcher";"https://store.steampowered.com/app/1669980/Volcano_Princess/?snr=1_7_7_230_150_75";"Prepare the next monarch by finding her hobbies, training her for battle, and befriending the citizens she'll one day protect. Dive into an all-new parenting-simulator-RPG adventure, where every decision you make will not only affect the future of your daughter but that of an entire empire!"
"This War of Mine";"14 nov. 2014";"25.99";"79219";"Aventure, Indépendant, Simulation";"11 bit studios";"11 bit studios";"https://store.steampowered.com/app/282070/This_War_of_Mine/?snr=1_7_7_230_150_75";"Vous faites partie d'un groupe de civils qui tentent de survivre dans une ville assiégée ; vous devez faire face aux pénuries de nourriture, de médicaments et au danger permanent que représentent les tireurs d'élite et les collecteurs hostiles."
"The Thaumaturge";"4 mars 2024";"44.99";"3161";"Aventure, RPG";"Fool's Theory";"11 bit studios";"https://store.steampowered.com/app/1684350/The_Thaumaturge/?snr=1_7_7_230_150_75";"The Thaumaturge, jeu de rôle centré sur les personnages, est une histoire riche avec des choix moralement ambigus et des combats au tour par tour. Dans une ville qui change, utilisez vos pouvoirs pour avancer et gérer des démons, tout en résistant à votre orgueil."
"Metro: Last Light Redux";"26 aout 2014";"27.49";"62501";"Action";"4A Games";"Deep Silver";"https://store.steampowered.com/app/287390/Metro_Last_Light_Redux/?snr=1_7_7_230_150_75";"It is the year 2034. Beneath the ruins of post-apocalyptic Moscow, in the tunnels of the Metro, the remnants of mankind are besieged by deadly threats from outside – and within. Mutants stalk the catacombs beneath the desolate surface, and hunt amidst the poisoned skies above."
"Sker Ritual";"18 avr. 2024";"32.5";"4748";"Action, Aventure, Indépendant";"Wales Interactive";"Wales Interactive";"https://store.steampowered.com/app/1492070/Sker_Ritual/?snr=1_7_7_230_150_75";"Sker Ritual est un jeu de survie en coop à la première personne et le successeur spirituel de Maid of Sker, jeu d'horreur britannique à succès. Jouez seul ou jusqu'à 4 joueurs pour survivre au massacre surnaturel des Silencieux."
"Road 96 🛣️";"16 aout 2021";"27.96";"19169";"Action, Aventure, Indépendant";"Digixart";"THQ Nordic";"https://store.steampowered.com/app/1466640/Road_96/?snr=1_7_7_230_150_75";"Trace ta route en stop dans ce Road Trip procédural délirant créé par le studio indé français DigixArt. Personne ne prendra la même route !"
"Baba Is You";"13 mars 2019";"17.49";"19141";"Indépendant";"Hempuli Oy";"Hempuli Oy";"https://store.steampowered.com/app/736260/Baba_Is_You/?snr=1_7_7_230_150_75";"Baba Is You est un jeu de réflexion dont les règles se présentent sous forme de blocs avec lesquels interagir. Manipulez-les pour modifier le fonctionnement du jeu, reconvertir des objets que vous trouverez dans les niveaux et provoquer de surprenantes interactions !"
"BOKURA";"9 aout 2023";"6.99";"9246";"Action, Aventure, Occasionnel, Indépendant";"tokoronyori";"Kodansha";"https://store.steampowered.com/app/1801110/BOKURA/?snr=1_7_7_230_150_75";"BOKURA est un jeu d'aventure à deux joueurs. Incarnez deux garçons qui se sont enfuis de chez eux et travaillez ensemble pour vous emmener dans un endroit très, très lointain. Revivez l'amitié de votre enfance à travers le voyage de deux garçons."
"Forager";"18 avr. 2019";"22.79";"33706";"Action, Aventure, Indépendant, Simulation";"HopFrog";"Humble Games";"https://store.steampowered.com/app/751780/Forager/?snr=1_7_7_230_150_74";"Le très populaire (et très loufoque) « idle game auquel on n'a pas envie d'arrêter de jouer ». Explorez, craftez, collectez et gérez vos ressources, trouvez des secrets et créez votre base à partir de rien ! Achetez des terres pour explorer et vous étendre !"
"Warhammer 40,000: Dawn of War III";"27 avr. 2017";"53.49";"13639";"Action, Simulation, Stratégie";"Relic Entertainment";"Relic Entertainment";"https://store.steampowered.com/app/285190/Warhammer_40000_Dawn_of_War_III/?snr=1_7_7_230_150_74";"Prenez part à des batailles sans merci parmi trois factions Dans Dawn of War III, vous devez affronter vos ennemis tandis qu'une arme extrêmement dangereuse vient d'être découverte dans le monde mystérieux d'Acheron."
"Warhammer 40,000: Dawn of War III";"27 avr. 2017";"53.49";"13639";"Action, Simulation, Stratégie";"Feral Interactive (Mac)";"Relic Entertainment";"https://store.steampowered.com/app/285190/Warhammer_40000_Dawn_of_War_III/?snr=1_7_7_230_150_74";"Prenez part à des batailles sans merci parmi trois factions Dans Dawn of War III, vous devez affronter vos ennemis tandis qu'une arme extrêmement dangereuse vient d'être découverte dans le monde mystérieux d'Acheron."
"Warhammer 40,000: Dawn of War III";"27 avr. 2017";"53.49";"13639";"Action, Simulation, Stratégie";"Feral Interactive (Linux)";"Relic Entertainment";"https://store.steampowered.com/app/285190/Warhammer_40000_Dawn_of_War_III/?snr=1_7_7_230_150_74";"Prenez part à des batailles sans merci parmi trois factions Dans Dawn of War III, vous devez affronter vos ennemis tandis qu'une arme extrêmement dangereuse vient d'être découverte dans le monde mystérieux d'Acheron."
"BOOK OF HOURS";"17 aout 2023";"32.5";"3550";"Indépendant, RPG, Simulation";"Weather Factory";"Weather Factory";"https://store.steampowered.com/app/1028310/BOOK_OF_HOURS/?snr=1_7_7_230_150_74";"Restaurez la ruine d’une bibliothèque occulte. Rassemblez la plus grande collection de grimoires et d'arcanes au monde. Maîtrisez les arts invisibles. BOOK OF HOURS est un jeu de rôle narratif qui se déroule dans un monde de dieux cachés et d'histoires secrètes dans les années 1930."
"Ages of Conflict: World War Simulator";"17 févr. 2023";"8.99";"5557";"Occasionnel, Indépendant, Simulation, Accès anticipé";"JoySpark Games";"JoySpark Games";"https://store.steampowered.com/app/2186320/Ages_of_Conflict_World_War_Simulator/?snr=1_7_7_230_150_74";"Ages of Conflict est un jeu de simulation à cartes multiples dans lequel vous créez et observez des nations personnalisées ou aléatoires s'affronter sur un nombre infini de mondes. Commandez les nations pour faire évoluer les événements mondiaux à votre guise."
"Orcs Must Die! 3";"23 juil. 2021";"33.99";"10503";"Action, Aventure, Indépendant, Stratégie";"Robot Entertainment";"Robot Entertainment";"https://store.steampowered.com/app/1522820/Orcs_Must_Die_3/?snr=1_7_7_230_150_74";"Tranchez, brûlez, balancez, tuez, broyez et empalez des hordes d'orques répugnants dans ce nouvel épisode tant attendu de la série primée Orcs Must Die!"
"NUKITASHI 2";"15 févr. 2024";"32.5";"2170";"Aventure, Occasionnel";"Qruppo";"Shiravune";"https://store.steampowered.com/app/2614070/NUKITASHI_2/?snr=1_7_7_230_150_74";"A new battle begins for Junnosuke—backed by the FS Big Three! “This is what it truly means for the minority to get vengeance.”"
"Moonlighter";"29 mai 2018";"22.79";"16169";"Action, Aventure, Indépendant";"Digital Sun";"11 bit studios";"https://store.steampowered.com/app/606150/Moonlighter/?snr=1_7_7_230_150_74";"Moonlighter est un jeu de rôle d'action comportant des éléments de rogue-lite. Découvrez le quotidien de Will, un marchand aventurier qui rêve de devenir un héros."
"Have a Nice Death";"22 mars 2023";"29.99";"9280";"Action, Indépendant";"Magic Design Studios";"Arc Games";"https://store.steampowered.com/app/1740720/Have_a_Nice_Death/?snr=1_7_7_230_150_74";"Have a Nice Death est un roguelike d'action en 2D dans lequel vous incarnez la Mort au bord du burnout, devant remettre ses employés sur le droit chemin, avant que l'équilibre des âmes ne soit compromis. Vous devrez empoigner votre faux et montrer qui commande au personnel récalcitrant."
"Stray Gods: The Roleplaying Musical";"10 aout 2023";"39.99";"2343";"Aventure";"Summerfall Studios";"Humble Games";"https://store.steampowered.com/app/1920780/Stray_Gods_The_Roleplaying_Musical/?snr=1_7_7_230_150_74";"Des dieux. Des idylles. Des meurtres. De la musique ! Incarnez Grace dans un monde où les dieux grecs se cachent parmi nous. Changez votre destin en attirant amis, ennemis et amants grâce à vos pouvoirs de persuasion musicale pour élucider la mort de la dernière muse."
"Kingdom Rush Vengeance - Tower Defense";"15 oct. 2020";"22.79";"9219";"Stratégie";"Ironhide Game Studio";"Ironhide Game Studio";"https://store.steampowered.com/app/1367550/Kingdom_Rush_Vengeance__Tower_Defense/?snr=1_7_7_230_150_74";"L'heure de la vengeance a sonné ! Faites trembler le Royaume avec votre puissante armée ! Affrontez des ennemis féroces et des boss. Bâtissez des tours redoutables, choisissez votre arsenal et trouvez les combinaisons destructrices. Entraînez des héros légendaires et menez-les vers la victoire !"
"We Were Here Expeditions: The FriendShip";"14 sept. 2023";"4.99";"3127";"Aventure, Occasionnel, Indépendant";"Total Mayhem Games";"Total Mayhem Games";"https://store.steampowered.com/app/2296990/We_Were_Here_Expeditions_The_FriendShip/?snr=1_7_7_230_150_73";"Avec un ami, mettez votre amitié à l'épreuve en ligne en résolvant ensemble les énigmes d'un parc d'attractions abandonné. Coopérez et surmontez les défis stimulants de cette expérience We Were Here indépendante."
"STAR WARS™: Squadrons";"2 oct. 2020";"54.99";"24344";"Action, Simulation";"MOTIVE";"Electronic Arts";"https://store.steampowered.com/app/1222730/STAR_WARS_Squadrons/?snr=1_7_7_230_150_73";"Maîtrisez l’art du combat entre chasseurs dans une authentique expérience de pilotage avec STAR WARS™: Squadrons. Ressentez l’adrénaline des combats spatiaux multijoueurs à la première personne avec votre escadron. Attachez votre ceinture dans une histoire STAR WARS™ solo palpitante."
"Street Fighter V";"16 févr. 2016";"29.99";"27544";"Action";"CAPCOM Co.";"CAPCOM Co., Ltd.";"https://store.steampowered.com/app/310950/Street_Fighter_V/?snr=1_7_7_230_150_73";"Découvrez l'intensité des combats face-à-face dans Street Fighter® V ! Choisissez parmi 16 personnages cultes, puis battez-vous contre vos amis en ligne et hors ligne avec une variété solide d'options de combat."
"Street Fighter V";"16 févr. 2016";"29.99";"27544";"Action";"Ltd.";"CAPCOM Co., Ltd.";"https://store.steampowered.com/app/310950/Street_Fighter_V/?snr=1_7_7_230_150_73";"Découvrez l'intensité des combats face-à-face dans Street Fighter® V ! Choisissez parmi 16 personnages cultes, puis battez-vous contre vos amis en ligne et hors ligne avec une variété solide d'options de combat."
"Starbound";"22 juil. 2016";"16.99";"86760";"Action, Aventure, Occasionnel, Indépendant, RPG";"Chucklefish";"Chucklefish";"https://store.steampowered.com/app/211820/Starbound/?snr=1_7_7_230_150_73";"You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below, repair your ship and set off to explore the universe..."
